date,person_id,person_name,prod_id,prod_name,amount,prod_price,prod_cost,location
12/23/21,26,Michael Johnson,34,Product 34,14,345,196,Location 85
01/02/21,26,Michael Johnson,39,Product 39,14,231,212,Location 42
09/16/21,26,Michael Johnson,14,Product 14,14,251,195,Location 25
03/04/21,26,Michael Johnson,1,Product 1,14,337,241,Location 25
10/27/21,26,Michael Johnson,20,Product 20,14,279,79,Location 53
09/14/21,26,Michael Johnson,22,Product 22,14,265,167,Location 7
05/12/21,26,Michael Johnson,40,Product 40,14,270,235,Location 25
06/10/21,26,Michael Johnson,36,Product 36,14,313,189,Location 69
09/11/21,26,Michael Johnson,34,Product 34,14,345,196,Location 47
01/15/21,26,Michael Johnson,42,Product 42,14,299,161,Location 40
08/07/21,26,Michael Johnson,39,Product 39,14,231,212,Location 52
03/03/21,26,Michael Johnson,42,Product 42,14,299,161,Location 5
10/16/21,26,Michael Johnson,10,Product 10,14,359,162,Location 48
03/20/21,26,Michael Johnson,31,Product 31,14,344,258,Location 96
05/12/21,26,Michael Johnson,39,Product 39,14,231,212,Location 33
05/19/21,26,Michael Johnson,9,Product 9,14,365,220,Location 73
02/08/21,26,Michael Johnson,7,Product 7,8,328,219,Location 3
09/26/21,27,Dorothy Lin,30,Product 30,13,389,164,Location 35
09/18/21,27,Dorothy Lin,39,Product 39,13,231,212,Location 79
03/08/21,27,Dorothy Lin,18,Product 18,13,309,265,Location 3
11/10/21,27,Dorothy Lin,20,Product 20,13,279,79,Location 23
01/12/21,27,Dorothy Lin,37,Product 37,13,293,258,Location 41
04/23/21,27,Dorothy Lin,7,Product 7,13,328,219,Location 22
01/26/21,27,Dorothy Lin,26,Product 26,13,418,251,Other
06/18/21,27,Dorothy Lin,42,Product 42,13,299,161,Location 77
08/25/21,27,Dorothy Lin,4,Product 4,13,305,197,Location 56
02/21/21,27,Dorothy Lin,29,Product 29,13,245,220,Location 16
03/17/21,27,Dorothy Lin,14,Product 14,13,251,195,Location 58
07/22/21,27,Dorothy Lin,45,Product 45,13,276,107,Location 46
11/11/21,27,Dorothy Lin,28,Product 28,13,260,167,Location 62
04/05/21,27,Dorothy Lin,25,Product 25,13,201,191,Location 27
11/25/21,27,Dorothy Lin,49,Product 49,13,179,172,Location 80
03/03/21,27,Dorothy Lin,8,Product 8,13,356,212,Location 5
03/15/21,27,Dorothy Lin,34,Product 34,13,345,196,Location 56
03/01/21,27,Dorothy Lin,6,Product 6,12,351,239,Location 16
08/04/21,29,Petra Boone,1,Product 1,16,337,241,Location 65
02/22/21,29,Petra Boone,24,Product 24,16,278,163,Location 71
05/25/21,29,Petra Boone,43,Product 43,16,198,185,Location 96
09/23/21,29,Petra Boone,8,Product 8,16,356,212,Location 17
12/11/21,29,Petra Boone,8,Product 8,16,356,212,Location 91
04/10/21,29,Petra Boone,44,Product 44,16,254,150,Location 52
04/06/21,29,Petra Boone,31,Product 31,16,344,258,Location 41
03/12/21,29,Petra Boone,29,Product 29,16,245,220,Location 26
10/28/21,29,Petra Boone,11,Product 11,16,326,173,Location 83
07/22/21,29,Petra Boone,10,Product 10,16,359,162,Location 34
03/26/21,29,Petra Boone,9,Product 9,16,365,220,Location 61
02/05/21,29,Petra Boone,2,Product 2,16,306,256,Location 82
06/10/21,29,Petra Boone,28,Product 28,16,260,167,Location 36
12/27/21,29,Petra Boone,9,Product 9,16,365,220,Location 19
06/09/21,29,Petra Boone,32,Product 32,16,283,232,Location 2
01/13/21,29,Petra Boone,35,Product 35,16,247,245,Location 87
07/20/21,29,Petra Boone,45,Product 45,16,276,107,Location 92
08/05/21,29,Petra Boone,7,Product 7,16,328,219,Location 42
10/06/21,29,Petra Boone,28,Product 28,15,260,167,Location 33
12/12/21,30,Robert Russell,33,Product 33,48,342,194,Location 98
05/27/21,30,Robert Russell,49,Product 49,48,179,172,Location 20
10/13/21,30,Robert Russell,49,Product 49,48,179,172,Location 13
12/13/21,30,Robert Russell,37,Product 37,48,293,258,Location 20
05/17/21,30,Robert Russell,17,Product 17,48,274,265,Location 21
08/02/21,30,Robert Russell,23,Product 23,48,234,136,Location 80
10/22/21,30,Robert Russell,25,Product 25,48,201,191,Location 34
02/19/21,30,Robert Russell,3,Product 3,48,344,178,Location 25
04/19/21,30,Robert Russell,3,Product 3,48,344,178,Location 16
02/20/21,30,Robert Russell,6,Product 6,48,351,239,Location 18
07/15/21,30,Robert Russell,47,Product 47,48,275,225,Location 99
01/01/21,30,Robert Russell,43,Product 43,48,198,185,Location 35
12/21/21,30,Robert Russell,48,Product 48,48,324,186,Location 79
12/28/21,30,Robert Russell,37,Product 37,48,293,258,Location 32
08/26/21,30,Robert Russell,33,Product 33,48,342,194,Location 73
06/14/21,30,Robert Russell,24,Product 24,48,278,163,Location 81
05/09/21,30,Robert Russell,12,Product 12,48,256,149,Location 3
09/02/21,30,Robert Russell,43,Product 43,48,198,185,Location 55
05/02/21,30,Robert Russell,40,Product 40,48,270,235,Location 48
08/03/21,30,Robert Russell,6,Product 6,3,351,239,Location 71
04/16/21,31,Laura Kaszynski,32,Product 32,28,283,232,Location 58
06/20/21,31,Laura Kaszynski,13,Product 13,28,356,145,Location 25
11/22/21,31,Laura Kaszynski,30,Product 30,28,389,164,Location 72
11/12/21,31,Laura Kaszynski,34,Product 34,28,345,196,Location 22
03/17/21,31,Laura Kaszynski,2,Product 2,28,306,256,Location 81
07/08/21,31,Laura Kaszynski,12,Product 12,28,256,149,Location 82
11/05/21,31,Laura Kaszynski,34,Product 34,28,345,196,Location 75
10/11/21,31,Laura Kaszynski,12,Product 12,28,256,149,Location 53
12/21/21,31,Laura Kaszynski,16,Product 16,28,274,204,Location 98
04/08/21,31,Laura Kaszynski,43,Product 43,28,198,185,Location 68
12/05/21,31,Laura Kaszynski,47,Product 47,28,275,225,Location 34
11/15/21,31,Laura Kaszynski,20,Product 20,28,279,79,Location 87
08/28/21,31,Laura Kaszynski,47,Product 47,28,275,225,Location 44
08/11/21,31,Laura Kaszynski,18,Product 18,28,309,265,Location 89
03/04/21,31,Laura Kaszynski,16,Product 16,28,274,204,Location 62
06/25/21,31,Laura Kaszynski,30,Product 30,4,389,164,Location 65
01/13/21,32,Rebecca Weller,45,Product 45,24,276,107,Location 94
12/21/21,32,Rebecca Weller,44,Product 44,24,254,150,Location 54
02/16/21,32,Rebecca Weller,11,Product 11,24,326,173,Location 93
05/13/21,32,Rebecca Weller,1,Product 1,24,337,241,Location 59
03/02/21,32,Rebecca Weller,47,Product 47,24,275,225,Location 4
03/11/21,32,Rebecca Weller,15,Product 15,24,234,219,Location 30
01/13/21,32,Rebecca Weller,11,Product 11,24,326,173,Location 92
10/27/21,32,Rebecca Weller,33,Product 33,24,342,194,Other
06/22/21,32,Rebecca Weller,19,Product 19,24,329,160,Location 81
10/14/21,32,Rebecca Weller,43,Product 43,24,198,185,Location 5
12/22/21,32,Rebecca Weller,35,Product 35,24,247,245,Location 6
06/28/21,32,Rebecca Weller,48,Product 48,24,324,186,Location 7
03/02/21,32,Rebecca Weller,45,Product 45,24,276,107,Location 32
05/22/21,32,Rebecca Weller,34,Product 34,24,345,196,Other
04/04/21,32,Rebecca Weller,47,Product 47,24,275,225,Location 67
05/27/21,32,Rebecca Weller,20,Product 20,24,279,79,Location 29
12/02/21,32,Rebecca Weller,29,Product 29,24,245,220,Location 29
05/25/21,32,Rebecca Weller,44,Product 44,8,254,150,Location 75
01/13/21,33,Judy Wilson,10,Product 10,23,359,162,Location 12
11/02/21,33,Judy Wilson,11,Product 11,23,326,173,Location 16
06/09/21,33,Judy Wilson,16,Product 16,23,274,204,Location 57
04/28/21,33,Judy Wilson,32,Product 32,23,283,232,Location 65
10/27/21,33,Judy Wilson,38,Product 38,23,295,290,Location 92
06/24/21,33,Judy Wilson,36,Product 36,23,313,189,Location 53
01/09/21,33,Judy Wilson,40,Product 40,23,270,235,Location 5
03/21/21,33,Judy Wilson,49,Product 49,23,179,172,Location 33
06/04/21,33,Judy Wilson,4,Product 4,23,305,197,Location 20
06/02/21,33,Judy Wilson,30,Product 30,23,389,164,Location 65
11/13/21,33,Judy Wilson,10,Product 10,23,359,162,Location 65
07/28/21,33,Judy Wilson,18,Product 18,23,309,265,Location 8
05/21/21,33,Judy Wilson,40,Product 40,23,270,235,Location 16
04/18/21,33,Judy Wilson,7,Product 7,23,328,219,Location 81
04/20/21,33,Judy Wilson,16,Product 16,23,274,204,Location 53
06/19/21,33,Judy Wilson,4,Product 4,23,305,197,Location 66
04/28/21,33,Judy Wilson,14,Product 14,23,251,195,Location 53
10/13/21,33,Judy Wilson,31,Product 31,8,344,258,Location 85
01/13/21,34,Dan Barnes,11,Product 11,5,326,173,Location 77
04/10/21,34,Dan Barnes,30,Product 30,5,389,164,Location 96
04/04/21,34,Dan Barnes,23,Product 23,5,234,136,Location 86
04/16/21,34,Dan Barnes,23,Product 23,5,234,136,Location 98
08/09/21,34,Dan Barnes,4,Product 4,5,305,197,Location 1
02/17/21,34,Dan Barnes,35,Product 35,5,247,245,Location 78
02/22/21,34,Dan Barnes,34,Product 34,5,345,196,Location 12
12/13/21,34,Dan Barnes,47,Product 47,5,275,225,Location 63
10/16/21,34,Dan Barnes,24,Product 24,5,278,163,Location 3
02/06/21,34,Dan Barnes,42,Product 42,5,299,161,Location 76
11/05/21,34,Dan Barnes,46,Product 46,5,245,198,Location 94
02/13/21,34,Dan Barnes,40,Product 40,5,270,235,Location 23
09/05/21,34,Dan Barnes,5,Product 5,5,274,202,Location 75
07/09/21,34,Dan Barnes,25,Product 25,5,201,191,Location 3
07/10/21,34,Dan Barnes,43,Product 43,5,198,185,Location 40
07/05/21,34,Dan Barnes,28,Product 28,5,260,167,Location 71
08/15/21,34,Dan Barnes,47,Product 47,5,275,225,Location 32
01/27/21,34,Dan Barnes,16,Product 16,5,274,204,Location 10
06/24/21,34,Dan Barnes,15,Product 15,5,234,219,Location 95
10/08/21,34,Dan Barnes,42,Product 42,5,299,161,Location 80
04/21/21,34,Dan Barnes,6,Product 6,5,351,239,Location 78
05/12/21,35,Luis Crosten,21,Product 21,2,334,187,Location 55
09/07/21,35,Luis Crosten,18,Product 18,2,309,265,Location 49
10/18/21,35,Luis Crosten,12,Product 12,2,256,149,Location 93
03/02/21,35,Luis Crosten,25,Product 25,2,201,191,Location 96
03/07/21,35,Luis Crosten,20,Product 20,2,279,79,Location 28
02/07/21,35,Luis Crosten,16,Product 16,2,274,204,Location 24
07/17/21,35,Luis Crosten,42,Product 42,2,299,161,Location 51
12/23/21,35,Luis Crosten,14,Product 14,2,251,195,Location 94
09/13/21,35,Luis Crosten,16,Product 16,2,274,204,Location 37
09/06/21,35,Luis Crosten,9,Product 9,2,365,220,Location 66
12/23/21,35,Luis Crosten,32,Product 32,2,283,232,Location 8
11/08/21,35,Luis Crosten,30,Product 30,2,389,164,Location 17
02/08/21,35,Luis Crosten,40,Product 40,2,270,235,Location 80
04/06/21,35,Luis Crosten,23,Product 23,2,234,136,Location 3
08/12/21,35,Luis Crosten,14,Product 14,2,251,195,Location 14
06/11/21,35,Luis Crosten,24,Product 24,2,278,163,Location 12
12/12/21,35,Luis Crosten,36,Product 36,2,313,189,Location 1
10/22/21,35,Luis Crosten,48,Product 48,2,324,186,Location 6
06/28/21,36,Edward Egger,10,Product 10,21,359,162,Location 90
08/17/21,36,Edward Egger,19,Product 19,21,329,160,Location 44
03/09/21,36,Edward Egger,23,Product 23,21,234,136,Location 60
02/28/21,36,Edward Egger,44,Product 44,21,254,150,Location 83
11/07/21,36,Edward Egger,26,Product 26,21,418,251,Location 52
04/28/21,36,Edward Egger,16,Product 16,21,274,204,Location 40
09/15/21,36,Edward Egger,25,Product 25,21,201,191,Location 48
07/28/21,36,Edward Egger,21,Product 21,21,334,187,Location 11
04/27/21,36,Edward Egger,28,Product 28,21,260,167,Location 93
04/05/21,36,Edward Egger,9,Product 9,21,365,220,Location 52
12/20/21,36,Edward Egger,33,Product 33,21,342,194,Location 75
07/17/21,36,Edward Egger,18,Product 18,21,309,265,Location 58
04/06/21,36,Edward Egger,47,Product 47,21,275,225,Location 88
08/06/21,36,Edward Egger,42,Product 42,21,299,161,Location 35
07/19/21,36,Edward Egger,23,Product 23,21,234,136,Location 19
12/04/21,36,Edward Egger,11,Product 11,21,326,173,Location 65
11/06/21,36,Edward Egger,13,Product 13,21,356,145,Location 50
05/24/21,36,Edward Egger,15,Product 15,21,234,219,Location 36
03/21/21,36,Edward Egger,36,Product 36,21,313,189,Location 92
12/05/21,36,Edward Egger,30,Product 30,21,389,164,Location 60
09/06/21,36,Edward Egger,39,Product 39,21,231,212,Location 21
03/05/21,36,Edward Egger,19,Product 19,21,329,160,Location 76
10/21/21,36,Edward Egger,26,Product 26,21,418,251,Location 47
11/03/21,36,Edward Egger,14,Product 14,11,251,195,Location 39
08/17/21,37,Shari Mcguire,1,Product 1,2,337,241,Location 73
04/23/21,37,Shari Mcguire,15,Product 15,2,234,219,Location 93
02/12/21,37,Shari Mcguire,34,Product 34,2,345,196,Location 4
07/05/21,37,Shari Mcguire,7,Product 7,2,328,219,Location 80
10/03/21,37,Shari Mcguire,33,Product 33,2,342,194,Location 71
12/08/21,37,Shari Mcguire,30,Product 30,2,389,164,Location 99
01/11/21,37,Shari Mcguire,38,Product 38,2,295,290,Location 19
11/06/21,37,Shari Mcguire,1,Product 1,2,337,241,Location 47
12/04/21,37,Shari Mcguire,36,Product 36,2,313,189,Location 15
11/20/21,37,Shari Mcguire,9,Product 9,2,365,220,Location 96
04/25/21,37,Shari Mcguire,35,Product 35,2,247,245,Location 65
06/27/21,37,Shari Mcguire,9,Product 9,2,365,220,Location 87
02/04/21,37,Shari Mcguire,7,Product 7,2,328,219,Location 21
02/17/21,37,Shari Mcguire,7,Product 7,2,328,219,Location 68
02/07/21,39,James Yeater,47,Product 47,1,275,225,Location 85
05/25/21,39,James Yeater,39,Product 39,1,231,212,Location 70
01/05/21,39,James Yeater,32,Product 32,1,283,232,Location 74
01/11/21,39,James Yeater,4,Product 4,1,305,197,Location 10
02/08/21,39,James Yeater,21,Product 21,1,334,187,Location 57
06/10/21,39,James Yeater,4,Product 4,1,305,197,Location 30
04/27/21,39,James Yeater,43,Product 43,1,198,185,Location 10
04/24/21,39,James Yeater,44,Product 44,1,254,150,Location 23
10/11/21,39,James Yeater,43,Product 43,1,198,185,Location 82
04/10/21,40,Bruce Ray,43,Product 43,1,198,185,Location 4
09/23/21,40,Bruce Ray,1,Product 1,1,337,241,Location 31
01/17/21,40,Bruce Ray,25,Product 25,1,201,191,Location 30
09/20/21,40,Bruce Ray,38,Product 38,1,295,290,Location 51
07/05/21,40,Bruce Ray,47,Product 47,1,275,225,Location 3
05/16/21,40,Bruce Ray,21,Product 21,1,334,187,Location 86
06/11/21,40,Bruce Ray,20,Product 20,1,279,79,Location 66
05/26/21,40,Bruce Ray,27,Product 27,1,328,210,Location 75
01/17/21,40,Bruce Ray,21,Product 21,1,334,187,Location 34
11/15/21,40,Bruce Ray,40,Product 40,1,270,235,Location 31
11/12/21,40,Bruce Ray,17,Product 17,1,274,265,Location 4
08/16/21,40,Bruce Ray,45,Product 45,1,276,107,Location 64
08/22/21,40,Bruce Ray,19,Product 19,1,329,160,Location 63
03/07/21,40,Bruce Ray,15,Product 15,1,234,219,Location 41
02/12/21,40,Bruce Ray,32,Product 32,1,283,232,Location 81
04/25/21,42,James Fulkerson,10,Product 10,5,359,162,Location 87
06/23/21,42,James Fulkerson,4,Product 4,5,305,197,Location 68
08/13/21,42,James Fulkerson,15,Product 15,5,234,219,Location 45
02/09/21,42,James Fulkerson,24,Product 24,5,278,163,Location 79
09/10/21,42,James Fulkerson,25,Product 25,5,201,191,Location 55
09/09/21,42,James Fulkerson,26,Product 26,5,418,251,Location 86
10/15/21,42,James Fulkerson,10,Product 10,5,359,162,Location 46
05/12/21,42,James Fulkerson,12,Product 12,5,256,149,Location 68
03/02/21,42,James Fulkerson,27,Product 27,5,328,210,Location 54
01/04/21,42,James Fulkerson,9,Product 9,5,365,220,Location 39
08/21/21,42,James Fulkerson,6,Product 6,5,351,239,Location 69
07/04/21,42,James Fulkerson,18,Product 18,5,309,265,Location 18
09/15/21,42,James Fulkerson,1,Product 1,5,337,241,Location 37
10/13/21,42,James Fulkerson,15,Product 15,5,234,219,Location 37
05/03/21,42,James Fulkerson,19,Product 19,5,329,160,Location 32
11/28/21,42,James Fulkerson,7,Product 7,1,328,219,Location 7
04/20/21,44,Rachel Johnson,34,Product 34,44,345,196,Location 60
11/15/21,44,Rachel Johnson,14,Product 14,44,251,195,Location 79
02/24/21,44,Rachel Johnson,31,Product 31,44,344,258,Location 87
11/12/21,44,Rachel Johnson,4,Product 4,44,305,197,Location 94
06/09/21,44,Rachel Johnson,34,Product 34,44,345,196,Location 62
03/03/21,44,Rachel Johnson,6,Product 6,44,351,239,Location 11
09/21/21,44,Rachel Johnson,45,Product 45,44,276,107,Location 95
02/13/21,44,Rachel Johnson,40,Product 40,44,270,235,Location 38
02/21/21,44,Rachel Johnson,46,Product 46,44,245,198,Location 13
10/25/21,44,Rachel Johnson,45,Product 45,44,276,107,Location 80
02/08/21,44,Rachel Johnson,49,Product 49,44,179,172,Location 35
02/24/21,44,Rachel Johnson,21,Product 21,44,334,187,Location 96
02/12/21,44,Rachel Johnson,23,Product 23,44,234,136,Location 26
11/28/21,44,Rachel Johnson,25,Product 25,44,201,191,Location 87
03/27/21,44,Rachel Johnson,41,Product 41,42,297,200,Location 98
07/28/21,46,Jonathan Collins,4,Product 4,12,305,197,Location 96
04/20/21,46,Jonathan Collins,28,Product 28,12,260,167,Location 26
07/16/21,46,Jonathan Collins,17,Product 17,12,274,265,Location 75
02/20/21,46,Jonathan Collins,48,Product 48,12,324,186,Location 94
08/14/21,46,Jonathan Collins,16,Product 16,12,274,204,Location 32
01/12/21,46,Jonathan Collins,34,Product 34,12,345,196,Location 56
11/27/21,46,Jonathan Collins,38,Product 38,12,295,290,Location 74
12/24/21,46,Jonathan Collins,45,Product 45,12,276,107,Location 54
09/23/21,46,Jonathan Collins,38,Product 38,12,295,290,Location 95
01/24/21,46,Jonathan Collins,20,Product 20,12,279,79,Other
09/22/21,46,Jonathan Collins,5,Product 5,12,274,202,Location 99
03/14/21,46,Jonathan Collins,30,Product 30,12,389,164,Location 29
12/15/21,46,Jonathan Collins,21,Product 21,12,334,187,Location 42
08/01/21,46,Jonathan Collins,16,Product 16,12,274,204,Location 16
11/10/21,46,Jonathan Collins,20,Product 20,12,279,79,Location 3
08/14/21,46,Jonathan Collins,24,Product 24,12,278,163,Location 23
02/14/21,46,Jonathan Collins,30,Product 30,12,389,164,Location 39
03/02/21,46,Jonathan Collins,43,Product 43,12,198,185,Location 23
11/25/21,46,Jonathan Collins,37,Product 37,12,293,258,Location 70
07/10/21,46,Jonathan Collins,36,Product 36,12,313,189,Location 11
02/20/21,46,Jonathan Collins,16,Product 16,12,274,204,Location 31
06/17/21,46,Jonathan Collins,28,Product 28,12,260,167,Location 4
06/19/21,46,Jonathan Collins,3,Product 3,12,344,178,Location 41
04/09/21,46,Jonathan Collins,41,Product 41,12,297,200,Location 43
03/09/21,46,Jonathan Collins,45,Product 45,10,276,107,Location 45
02/15/21,47,Richard Davis,41,Product 41,3,297,200,Location 47
05/12/21,47,Richard Davis,34,Product 34,3,345,196,Location 89
08/22/21,47,Richard Davis,27,Product 27,3,328,210,Location 21
05/09/21,47,Richard Davis,29,Product 29,3,245,220,Location 64
03/26/21,47,Richard Davis,4,Product 4,3,305,197,Location 80
09/18/21,47,Richard Davis,45,Product 45,3,276,107,Location 16
03/04/21,47,Richard Davis,28,Product 28,3,260,167,Location 35
04/05/21,47,Richard Davis,44,Product 44,3,254,150,Location 5
06/18/21,47,Richard Davis,44,Product 44,3,254,150,Location 31
07/07/21,47,Richard Davis,28,Product 28,3,260,167,Location 67
10/12/21,47,Richard Davis,47,Product 47,3,275,225,Location 24
02/07/21,47,Richard Davis,20,Product 20,3,279,79,Location 90
08/12/21,47,Richard Davis,46,Product 46,3,245,198,Location 98
09/02/21,47,Richard Davis,46,Product 46,3,245,198,Location 33
04/22/21,47,Richard Davis,48,Product 48,3,324,186,Location 2
02/21/21,47,Richard Davis,28,Product 28,3,260,167,Location 75
05/24/21,47,Richard Davis,6,Product 6,3,351,239,Location 1
05/02/21,47,Richard Davis,5,Product 5,3,274,202,Location 34
02/06/21,47,Richard Davis,27,Product 27,3,328,210,Location 5
08/01/21,47,Richard Davis,43,Product 43,3,198,185,Location 33
02/17/21,49,Dennis Sharp,46,Product 46,7,245,198,Other
12/20/21,49,Dennis Sharp,19,Product 19,7,329,160,Location 10
11/12/21,49,Dennis Sharp,33,Product 33,7,342,194,Location 69
01/06/21,49,Dennis Sharp,48,Product 48,7,324,186,Location 25
11/09/21,49,Dennis Sharp,24,Product 24,7,278,163,Location 4
12/23/21,49,Dennis Sharp,19,Product 19,7,329,160,Location 67
01/20/21,49,Dennis Sharp,46,Product 46,7,245,198,Location 88
06/28/21,49,Dennis Sharp,1,Product 1,7,337,241,Location 32
10/10/21,49,Dennis Sharp,18,Product 18,7,309,265,Location 37
04/10/21,49,Dennis Sharp,36,Product 36,7,313,189,Location 57
07/01/21,49,Dennis Sharp,34,Product 34,7,345,196,Location 67
03/03/21,49,Dennis Sharp,17,Product 17,7,274,265,Location 7
06/25/21,49,Dennis Sharp,49,Product 49,7,179,172,Location 31
02/27/21,49,Dennis Sharp,32,Product 32,7,283,232,Location 53
07/12/21,49,Dennis Sharp,21,Product 21,7,334,187,Location 95
12/12/21,49,Dennis Sharp,24,Product 24,7,278,163,Location 70
09/16/21,49,Dennis Sharp,30,Product 30,7,389,164,Location 29
04/09/21,49,Dennis Sharp,18,Product 18,7,309,265,Location 86
08/04/21,49,Dennis Sharp,42,Product 42,7,299,161,Location 20
